number,incident_state,active,reassignment_count,reopen_count,sys_mod_count,made_sla,caller_id,opened_by,opened_at,sys_created_by,sys_created_at,sys_updated_by,sys_updated_at,contact_type,location,category,subcategory,u_symptom,cmdb_ci,impact,urgency,priority,assignment_group,assigned_to,knowledge,u_priority_confirmation,notify,problem_id,rfc,vendor,caused_by,closed_code,resolved_by,resolved_at,closed_at
INC0030053,Closed,False,0,0,2,True,Caller 4020,Opened by  58,16/5/2016 18:01,?,?,Updated by 908,21/5/2016 18:10,Phone,Location 93,Category 53,Subcategory 174,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 30,False,True,Do Not Notify,?,?,?,?,code 6,Resolved by 29,16/5/2016 18:08,21/5/2016 18:10
INC0030054,Closed,False,1,0,12,True,Caller 5151,Opened by  305,16/5/2016 18:08,Created by 130,16/5/2016 18:19,Updated by 908,24/5/2016 14:07,Phone,Location 93,Category 42,Subcategory 174,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 23,Resolver 215,False,True,Do Not Notify,?,?,?,?,code 9,Resolved by 196,19/5/2016 13:54,24/5/2016 14:07
INC0030055,Closed,False,0,0,1,True,Caller 2793,Opened by  62,16/5/2016 18:09,?,?,Updated by 908,21/5/2016 19:07,Phone,Location 161,Category 26,Subcategory 175,Symptom 116,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 33,False,False,Do Not Notify,?,?,?,?,code 9,Resolved by 32,?,21/5/2016 19:07
INC0030056,Closed,False,1,0,9,True,Caller 3444,Opened by  58,16/5/2016 18:16,Created by 31,16/5/2016 18:19,Updated by 908,24/5/2016 12:07,Phone,Location 93,Category 24,Subcategory 174,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 23,Resolver 69,False,True,Do Not Notify,?,?,?,?,code 4,Resolved by 62,19/5/2016 11:29,24/5/2016 12:07
INC0030059,Closed,False,0,0,6,True,Caller 2825,Opened by  62,16/5/2016 18:55,?,?,Updated by 908,22/5/2016 16:07,Phone,Location 143,Category 57,Subcategory 120,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 65,Resolver 2,False,True,Do Not Notify,?,?,?,?,code 6,Resolved by 2,17/5/2016 16:04,22/5/2016 16:07
INC0030061,Closed,False,0,0,2,True,Caller 1361,Opened by  305,16/5/2016 19:13,?,?,Updated by 908,21/5/2016 20:07,Phone,Location 179,Category 32,Subcategory 174,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 150,False,True,Do Not Notify,?,?,?,?,code 6,Resolved by 134,16/5/2016 19:28,21/5/2016 20:07
INC0030062,Closed,False,0,0,2,True,Caller 5485,Opened by  58,16/5/2016 19:14,?,?,Updated by 908,21/5/2016 21:07,Phone,Location 143,Category 20,Subcategory 103,Symptom 517,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 30,False,True,Do Not Notify,?,?,?,?,code 6,Resolved by 29,16/5/2016 20:15,21/5/2016 21:07
INC0030065,Closed,False,0,0,2,True,Caller 4596,Opened by  62,16/5/2016 19:27,Created by 33,16/5/2016 19:35,Updated by 908,22/5/2016 15:10,Phone,Location 161,Category 46,Subcategory 72,Symptom 532,?,2 - Medium,2 - Medium,3 - Moderate,Group 39,Resolver 194,False,True,Do Not Notify,?,?,?,?,code 6,Resolved by 177,17/5/2016 15:09,22/5/2016 15:10
INC0030066,Closed,False,2,0,8,False,Caller 5016,Opened by  305,16/5/2016 19:35,Created by 130,16/5/2016 19:45,Updated by 908,22/5/2016 10:07,Phone,Location 51,Category 46,Subcategory 251,Symptom 435,?,2 - Medium,1 - High,2 - High,Group 22,Resolver 101,False,True,Do Not Notify,?,?,?,?,code 8,Resolved by 91,17/5/2016 09:38,22/5/2016 10:07
INC0030067,Closed,False,0,0,2,True,Caller 1780,Opened by  62,16/5/2016 19:57,?,?,Updated by 908,21/5/2016 21:07,Phone,Location 143,Category 42,Subcategory 223,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 33,False,True,Do Not Notify,?,?,?,?,code 6,Resolved by 32,16/5/2016 20:21,21/5/2016 21:07
INC0030068,Closed,False,0,0,1,True,Caller 1340,Opened by  62,16/5/2016 20:10,?,?,Updated by 908,21/5/2016 21:07,Phone,Location 108,Category 32,Subcategory 9,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 33,False,False,Do Not Notify,?,?,?,?,code 9,Resolved by 32,?,21/5/2016 21:07
INC0030069,Closed,False,1,0,6,True,Caller 5485,Opened by  58,16/5/2016 20:11,Created by 31,16/5/2016 20:14,Updated by 908,22/5/2016 15:07,Phone,Location 143,Category 20,Subcategory 125,Symptom 517,?,2 - Medium,2 - Medium,3 - Moderate,Group 28,Resolver 236,False,True,Do Not Notify,?,?,?,?,code 9,Resolved by 215,17/5/2016 14:52,22/5/2016 15:07
INC0030070,Closed,False,1,0,10,False,Caller 544,Opened by  8,16/5/2016 20:23,Created by 6,16/5/2016 20:29,Updated by 908,28/5/2016 12:07,Phone,Location 204,Category 23,Subcategory 174,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 25,Resolver 140,False,True,Do Not Notify,?,?,?,?,code 6,Resolved by 126,23/5/2016 11:34,28/5/2016 12:07
INC0030071,Closed,False,0,0,2,True,Caller 2022,Opened by  58,16/5/2016 20:27,?,?,Updated by 908,21/5/2016 21:07,Phone,Location 143,Category 51,Subcategory 174,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 30,False,True,Do Not Notify,?,?,?,?,code 6,Resolved by 29,16/5/2016 20:29,21/5/2016 21:07
INC0030073,Closed,False,0,0,1,True,Caller 1933,Opened by  62,16/5/2016 20:31,?,?,Updated by 908,21/5/2016 21:07,Phone,Location 161,Category 26,Subcategory 175,Symptom 116,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 33,False,False,Do Not Notify,?,?,?,?,code 9,Resolved by 32,?,21/5/2016 21:07
INC0030074,Closed,False,11,0,28,False,Caller 4549,Opened by  305,16/5/2016 20:40,?,?,Updated by 908,15/6/2016 15:00,Phone,Location 143,Category 26,Subcategory 175,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 115,False,True,Do Not Notify,?,?,?,?,code 9,Resolved by 103,10/6/2016 14:46,15/6/2016 15:00
INC0030076,Closed,False,1,0,3,True,Caller 4614,Opened by  305,16/5/2016 21:12,?,?,Updated by 908,21/5/2016 22:07,Phone,Location 54,Category 57,Subcategory 170,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 150,False,True,Do Not Notify,?,?,?,?,code 6,Resolved by 134,16/5/2016 21:18,21/5/2016 22:07
INC0030077,Closed,False,6,0,15,True,Caller 1738,Opened by  8,16/5/2016 21:28,Created by 6,16/5/2016 21:34,Updated by 908,25/5/2016 17:07,Phone,Location 204,Category 23,Subcategory 174,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 59,Resolver 137,False,True,Do Not Notify,?,?,?,?,code 6,Resolved by 123,20/5/2016 16:53,25/5/2016 17:07
INC0030078,Closed,False,0,0,3,True,Caller 1531,Opened by  20,16/5/2016 21:35,Created by 12,16/5/2016 21:36,Updated by 908,22/5/2016 08:07,Phone,Location 204,Category 46,Subcategory 191,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 58,Resolver 76,False,True,Do Not Notify,?,?,?,?,code 6,Resolved by 69,17/5/2016 07:56,22/5/2016 08:07
INC0030079,Closed,False,0,0,1,True,Caller 4669,Opened by  62,16/5/2016 22:08,?,?,Updated by 908,21/5/2016 23:07,Phone,Location 161,Category 37,Subcategory 123,Symptom 127,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 33,False,False,Do Not Notify,?,?,?,?,code 9,Resolved by 32,?,21/5/2016 23:07
INC0030082,Closed,False,0,0,5,False,Caller 5108,Opened by  305,16/5/2016 23:19,Created by 130,16/5/2016 23:39,Updated by 908,29/5/2016 16:07,Phone,Location 204,Category 9,Subcategory 145,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 25,Resolver 125,False,True,Do Not Notify,?,?,?,?,code 5,Resolved by 113,24/5/2016 15:39,29/5/2016 16:07
INC0030083,Closed,False,0,0,6,False,Caller 946,Opened by  94,17/5/2016 00:17,?,?,Updated by 908,22/5/2016 10:07,Phone,Location 179,Category 57,Subcategory 170,Symptom 296,?,2 - Medium,1 - High,2 - High,Group 65,Resolver 4,False,True,Do Not Notify,?,?,?,?,?,Resolved by 191,17/5/2016 09:12,22/5/2016 10:07
INC0030084,Closed,False,0,0,2,True,Caller 1488,Opened by  239,17/5/2016 00:30,?,?,Updated by 908,22/5/2016 01:07,Phone,Location 108,Category 26,Subcategory 175,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 126,False,True,Do Not Notify,?,?,?,?,code 9,Resolved by 114,17/5/2016 00:35,22/5/2016 01:07
INC0030086,Closed,False,2,0,13,False,Caller 4780,Opened by  397,17/5/2016 01:03,Created by 171,17/5/2016 01:21,Updated by 908,4/6/2016 14:07,Phone,Location 143,Category 53,Subcategory 153,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 28,Resolver 78,False,True,Do Not Notify,?,?,?,?,code 6,Resolved by 71,30/5/2016 13:44,4/6/2016 14:07
INC0030089,Closed,False,0,0,1,True,Caller 5613,Opened by  47,17/5/2016 01:54,?,?,Updated by 908,22/5/2016 02:07,Phone,Location 204,Category 46,Subcategory 223,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 26,False,False,Do Not Notify,?,?,?,?,code 9,Resolved by 24,?,22/5/2016 02:07
INC0030091,Closed,False,0,0,1,True,Caller 2759,Opened by  94,17/5/2016 02:22,?,?,Updated by 908,22/5/2016 03:07,Phone,Location 161,Category 37,Subcategory 123,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 47,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 44,?,22/5/2016 03:07
INC0030093,Closed,False,1,0,8,False,Caller 5286,Opened by  239,17/5/2016 03:53,Created by 107,17/5/2016 04:05,Updated by 908,29/5/2016 16:07,Phone,Location 204,Category 57,Subcategory 185,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 25,Resolver 125,False,True,Do Not Notify,?,?,?,?,code 5,Resolved by 113,24/5/2016 15:44,29/5/2016 16:07
INC0030095,Closed,False,0,0,2,True,Caller 5250,Opened by  397,17/5/2016 04:14,?,?,Updated by 908,22/5/2016 05:07,Phone,Location 56,Category 20,Subcategory 174,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 191,False,True,Do Not Notify,?,?,?,?,code 7,Resolved by 174,17/5/2016 04:17,22/5/2016 05:07
INC0030096,Closed,False,1,0,5,True,Caller 4036,Opened by  390,17/5/2016 05:26,Created by 169,17/5/2016 05:53,Updated by 908,22/5/2016 21:07,Phone,Location 188,Category 53,Subcategory 174,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 20,Resolver 219,False,True,Do Not Notify,?,?,?,?,code 6,Resolved by 200,17/5/2016 20:54,22/5/2016 21:07
INC0030097,Closed,False,0,0,2,True,Caller 90,Opened by  8,17/5/2016 05:38,?,?,Updated by 908,22/5/2016 06:07,Phone,Location 188,Category 32,Subcategory 9,Symptom 105,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 6,False,True,Do Not Notify,?,?,?,?,code 6,Resolved by 5,17/5/2016 05:40,22/5/2016 06:07
INC0030099,Closed,False,1,0,12,False,Caller 2225,Opened by  108,17/5/2016 06:12,?,?,Updated by 908,28/5/2016 17:07,Phone,Location 69,Category 23,Subcategory 174,Symptom 491,?,1 - High,1 - High,1 - Critical,Group 72,Resolver 109,False,True,Do Not Notify,Problem ID  220,?,?,?,code 6,Resolved by 98,23/5/2016 16:49,28/5/2016 17:07
INC0030100,Closed,False,0,0,2,True,Caller 851,Opened by  17,17/5/2016 06:44,?,?,Updated by 908,22/5/2016 07:07,Phone,Location 143,Category 42,Subcategory 223,Symptom 534,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,False,True,Do Not Notify,?,?,?,?,code 6,Resolved by 11,17/5/2016 06:54,22/5/2016 07:07
INC0030101,Closed,False,0,0,5,True,Caller 1854,Opened by  17,17/5/2016 06:52,?,?,Updated by 908,22/5/2016 09:07,Phone,Location 93,Category 26,Subcategory 164,Symptom 295,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 115,False,True,Do Not Notify,?,?,?,?,code 9,Resolved by 103,17/5/2016 08:39,22/5/2016 09:07
INC0030106,Closed,False,0,0,3,True,Caller 611,Opened by  501,17/5/2016 07:49,?,?,Updated by 908,22/5/2016 08:07,Phone,Location 93,Category 32,Subcategory 9,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 233,False,True,Do Not Notify,?,?,?,?,code 6,Resolved by 212,17/5/2016 08:03,22/5/2016 08:07
INC0030107,Closed,False,0,0,2,True,Caller 2340,Opened by  17,17/5/2016 07:49,?,?,Updated by 908,22/5/2016 09:07,Phone,Location 143,Category 53,Subcategory 174,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,False,True,Do Not Notify,?,?,?,?,code 6,Resolved by 11,17/5/2016 08:17,22/5/2016 09:07
INC0030109,Closed,False,2,0,6,False,Caller 682,Opened by  108,17/5/2016 07:53,Created by 52,17/5/2016 07:57,Updated by 908,22/5/2016 13:07,Phone,Location 204,Category 19,Subcategory 163,Symptom 454,?,2 - Medium,1 - High,2 - High,Group 59,Resolver 137,False,True,Do Not Notify,?,?,?,?,code 6,Resolved by 123,17/5/2016 12:17,22/5/2016 13:07
INC0030110,Closed,False,0,0,2,True,Caller 4565,Opened by  17,17/5/2016 08:00,?,?,Updated by 908,22/5/2016 08:07,Phone,Location 161,Category 26,Subcategory 175,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,False,True,Do Not Notify,?,?,?,?,code 6,Resolved by 11,17/5/2016 08:03,22/5/2016 08:07
INC0030111,Closed,False,3,0,6,True,Caller 1479,Opened by  17,17/5/2016 08:01,?,?,Updated by 908,23/5/2016 09:07,Phone,Location 204,Category 57,Subcategory 174,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 115,False,True,Do Not Notify,?,?,?,?,code 9,Resolved by 103,18/5/2016 08:57,23/5/2016 09:07
INC0030112,Closed,False,0,0,3,True,Caller 68,Opened by  17,17/5/2016 08:03,Created by 10,17/5/2016 08:10,Updated by 908,24/5/2016 16:07,Phone,Location 123,Category 9,Subcategory 145,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 29,Resolver 31,False,True,Do Not Notify,?,?,?,?,code 6,Resolved by 30,19/5/2016 15:39,24/5/2016 16:07
INC0030113,Closed,False,1,0,6,False,Caller 2950,Opened by  55,17/5/2016 08:03,?,?,Updated by 908,29/5/2016 11:07,Phone,Location 224,Category 61,Subcategory 36,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 74,Resolver 53,False,True,Do Not Notify,?,?,?,?,code 7,Resolved by 50,24/5/2016 10:38,29/5/2016 11:07
INC0030114,Closed,False,0,0,1,True,Caller 1333,Opened by  108,17/5/2016 08:04,?,?,Updated by 908,22/5/2016 09:07,Phone,Location 172,Category 37,Subcategory 174,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 56,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 52,?,22/5/2016 09:07
INC0030115,Closed,False,0,0,3,True,Caller 1035,Opened by  503,17/5/2016 08:05,?,?,Updated by 908,22/5/2016 10:07,Phone,Location 224,Category 17,Subcategory 174,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 69,Resolver 92,False,True,Do Not Notify,?,?,?,?,code 6,Resolved by 83,17/5/2016 09:27,22/5/2016 10:07
INC0030117,Closed,False,0,0,3,True,Caller 534,Opened by  17,17/5/2016 08:08,Created by 10,17/5/2016 08:15,Updated by 908,22/5/2016 11:07,Phone,Location 131,Category 9,Subcategory 164,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 27,Resolver 111,False,True,Do Not Notify,?,?,?,?,code 6,Resolved by 100,17/5/2016 11:02,22/5/2016 11:07
INC0030118,Closed,False,0,0,3,True,Caller 4726,Opened by  17,17/5/2016 08:09,?,?,Updated by 908,22/5/2016 09:07,Phone,Location 161,Category 26,Subcategory 175,Symptom 130,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,False,True,Do Not Notify,?,?,?,?,code 7,Resolved by 11,17/5/2016 08:23,22/5/2016 09:07
INC0030120,Closed,False,0,0,3,True,Caller 4408,Opened by  17,17/5/2016 08:16,Created by 10,17/5/2016 08:39,Updated by 908,22/5/2016 10:10,Phone,Location 161,Category 37,Subcategory 174,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 49,Resolver 120,False,True,Do Not Notify,?,?,?,?,code 6,Resolved by 108,17/5/2016 10:08,22/5/2016 10:10
INC0030121,Closed,False,0,0,4,True,Caller 5633,Opened by  17,17/5/2016 08:18,Created by 10,17/5/2016 08:31,Updated by 908,22/5/2016 12:07,Phone,Location 161,Category 53,Subcategory 174,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 24,Resolver 249,False,True,Do Not Notify,?,?,?,?,code 5,Resolved by 227,17/5/2016 11:47,22/5/2016 12:07
INC0030122,Closed,False,0,0,2,True,Caller 2010,Opened by  55,17/5/2016 08:18,?,?,Updated by 908,22/5/2016 09:07,Phone,Location 143,Category 26,Subcategory 175,Symptom 120,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 28,False,True,Do Not Notify,?,?,?,?,code 6,Resolved by 27,17/5/2016 08:27,22/5/2016 09:07
INC0030124,Closed,False,1,0,9,True,Caller 3982,Opened by  17,17/5/2016 08:19,?,?,Updated by 908,24/5/2016 09:07,Phone,Location 161,Category 57,Subcategory 184,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 65,Resolver 2,False,True,Do Not Notify,?,?,?,?,code 7,Resolved by 2,19/5/2016 08:36,24/5/2016 09:07
INC0030125,Closed,False,1,0,8,False,Caller 2783,Opened by  17,17/5/2016 08:23,Created by 10,17/5/2016 08:26,Updated by 908,28/5/2016 12:07,Phone,Location 204,Category 20,Subcategory 174,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 25,Resolver 57,False,True,Do Not Notify,?,?,?,?,code 11,Resolved by 53,23/5/2016 12:04,28/5/2016 12:07
INC0030126,Closed,False,0,0,2,True,Caller 1479,Opened by  17,17/5/2016 08:24,?,?,Updated by 908,22/5/2016 09:07,Phone,Location 204,Category 20,Subcategory 125,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,False,True,Do Not Notify,?,?,?,?,code 6,Resolved by 11,17/5/2016 08:34,22/5/2016 09:07
INC0030127,Closed,False,1,0,7,False,Caller 4596,Opened by  501,17/5/2016 08:25,Created by 216,17/5/2016 08:29,Updated by 908,28/5/2016 16:07,Phone,Location 161,Category 23,Subcategory 174,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 54,Resolver 50,False,True,Do Not Notify,?,?,?,?,code 6,Resolved by 47,23/5/2016 15:32,28/5/2016 16:07
INC0030132,Closed,False,0,0,3,True,Caller 5633,Opened by  17,17/5/2016 08:29,Created by 10,17/5/2016 08:31,Updated by 908,22/5/2016 12:07,Phone,Location 161,Category 57,Subcategory 185,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 24,Resolver 249,False,True,Do Not Notify,?,?,?,?,code 5,Resolved by 227,17/5/2016 11:48,22/5/2016 12:07
INC0030133,Closed,False,0,0,5,True,Caller 3082,Opened by  17,17/5/2016 08:31,Created by 10,17/5/2016 08:34,Updated by 908,22/5/2016 15:07,Phone,Location 161,Category 9,Subcategory 164,Symptom 117,?,2 - Medium,2 - Medium,3 - Moderate,Group 24,Resolver 217,False,True,Do Not Notify,?,?,?,?,code 6,Resolved by 198,17/5/2016 14:23,22/5/2016 15:07
INC0030134,Closed,False,2,0,14,False,Caller 5294,Opened by  55,17/5/2016 08:32,Created by 30,17/5/2016 08:40,Updated by 908,12/6/2016 10:07,Phone,Location 143,Category 23,Subcategory 174,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 61,Resolver 225,False,True,Do Not Notify,?,?,?,?,code 6,Resolved by 204,7/6/2016 09:28,12/6/2016 10:07
INC0030135,Closed,False,0,0,2,True,Caller 368,Opened by  17,17/5/2016 08:32,?,?,Updated by 908,22/5/2016 09:07,Phone,Location 108,Category 46,Subcategory 174,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,False,True,Do Not Notify,?,?,?,?,code 7,Resolved by 11,17/5/2016 08:57,22/5/2016 09:07
INC0030136,Closed,False,0,0,9,False,Caller 3585,Opened by  301,17/5/2016 08:33,Created by 129,17/5/2016 09:01,Updated by 908,29/5/2016 13:07,Phone,Location 204,Category 9,Subcategory 164,Symptom 117,?,2 - Medium,2 - Medium,3 - Moderate,Group 25,Resolver 140,False,True,Do Not Notify,?,?,?,?,code 6,Resolved by 126,24/5/2016 12:47,29/5/2016 13:07
INC0030138,Closed,False,0,0,2,True,Caller 1916,Opened by  182,17/5/2016 08:34,?,?,Updated by 908,22/5/2016 12:07,Phone,Location 51,Category 32,Subcategory 174,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 17,False,True,Do Not Notify,?,?,?,?,code 6,Resolved by 15,17/5/2016 11:25,22/5/2016 12:07
INC0030139,Closed,False,0,0,2,True,Caller 456,Opened by  131,17/5/2016 08:34,?,?,Updated by 908,22/5/2016 09:07,Phone,Location 204,Category 42,Subcategory 223,Symptom 534,?,3 - Low,3 - Low,4 - Low,Group 70,Resolver 73,False,True,Do Not Notify,?,?,?,?,code 7,Resolved by 66,17/5/2016 08:42,22/5/2016 09:07
INC0030140,Closed,False,2,0,5,True,Caller 1479,Opened by  17,17/5/2016 08:34,?,?,Updated by 908,23/5/2016 09:07,Phone,Location 204,Category 57,Subcategory 170,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 115,False,True,Do Not Notify,?,?,?,?,code 9,Resolved by 103,18/5/2016 08:45,23/5/2016 09:07
INC0030141,Closed,False,0,0,2,True,Caller 5501,Opened by  24,17/5/2016 08:35,?,?,Updated by 908,22/5/2016 09:07,Phone,Location 161,Category 42,Subcategory 223,Symptom 532,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 17,False,True,Do Not Notify,?,?,?,?,code 7,Resolved by 15,17/5/2016 08:39,22/5/2016 09:07
INC0030142,Closed,False,0,0,4,True,Caller 3490,Opened by  108,17/5/2016 08:36,Created by 52,17/5/2016 09:03,Updated by 908,22/5/2016 11:07,Phone,Location 204,Category 9,Subcategory 174,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 25,Resolver 140,False,True,Do Not Notify,?,?,?,?,code 6,Resolved by 126,17/5/2016 10:19,22/5/2016 11:07
INC0030143,Closed,False,0,0,3,True,Caller 1663,Opened by  501,17/5/2016 08:37,?,?,Updated by 908,22/5/2016 10:07,Phone,Location 93,Category 46,Subcategory 223,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 115,False,True,Do Not Notify,?,?,?,?,code 9,Resolved by 103,17/5/2016 09:45,22/5/2016 10:07
INC0030144,Closed,False,1,0,4,True,Caller 819,Opened by  70,17/5/2016 08:39,Created by 47,17/5/2016 08:42,Updated by 908,22/5/2016 16:07,Phone,Location 197,Category 32,Subcategory 174,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 39,Resolver 194,False,True,Do Not Notify,?,?,?,?,code 6,Resolved by 177,17/5/2016 15:16,22/5/2016 16:07
INC0030146,Closed,False,3,0,13,False,Caller 243,Opened by  17,17/5/2016 08:41,Created by 10,17/5/2016 08:52,Updated by 908,4/6/2016 11:07,Phone,Location 161,Category 57,Subcategory 174,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 54,Resolver 50,False,True,Do Not Notify,?,?,?,?,code 6,Resolved by 47,30/5/2016 10:11,4/6/2016 11:07
INC0030147,Closed,False,0,0,4,True,Caller 5504,Opened by  17,17/5/2016 08:42,Created by 10,17/5/2016 08:46,Updated by 908,22/5/2016 15:07,Phone,Location 161,Category 9,Subcategory 164,Symptom 117,?,2 - Medium,2 - Medium,3 - Moderate,Group 24,Resolver 217,False,True,Do Not Notify,?,?,?,?,code 6,Resolved by 198,17/5/2016 14:27,22/5/2016 15:07
INC0030148,Closed,False,0,0,3,True,Caller 4675,Opened by  70,17/5/2016 08:42,?,?,Updated by 908,22/5/2016 10:07,Phone,Location 197,Category 32,Subcategory 174,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 73,False,True,Do Not Notify,?,?,?,?,code 7,Resolved by 66,17/5/2016 09:38,22/5/2016 10:07
INC0030149,Closed,False,0,0,4,True,Caller 2080,Opened by  17,17/5/2016 08:48,Created by 10,17/5/2016 08:51,Updated by 908,22/5/2016 16:07,Phone,Location 161,Category 9,Subcategory 164,Symptom 381,?,2 - Medium,2 - Medium,3 - Moderate,Group 24,Resolver 24,False,True,Do Not Notify,?,?,?,?,code 10,Resolved by 22,17/5/2016 15:12,22/5/2016 16:07
INC0030150,Closed,False,0,0,2,True,Caller 824,Opened by  55,17/5/2016 08:50,?,?,Updated by 908,22/5/2016 09:07,Phone,Location 91,Category 20,Subcategory 103,Symptom 517,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 28,False,True,Do Not Notify,?,?,?,?,code 6,Resolved by 27,17/5/2016 08:58,22/5/2016 09:07
INC0030151,Closed,False,2,0,6,True,Caller 5032,Opened by  17,17/5/2016 08:52,Created by 10,17/5/2016 09:11,Updated by 908,23/5/2016 16:07,Phone,Location 204,Category 57,Subcategory 170,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 25,Resolver 140,False,True,Do Not Notify,?,?,?,?,code 6,Resolved by 126,18/5/2016 15:46,23/5/2016 16:07
INC0030152,Closed,False,0,0,2,True,Caller 3056,Opened by  131,17/5/2016 08:55,?,?,Updated by 908,22/5/2016 09:07,Phone,Location 93,Category 13,Subcategory 69,Symptom 473,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 73,False,True,Do Not Notify,?,?,?,?,code 7,Resolved by 66,17/5/2016 09:01,22/5/2016 09:07
INC0030153,Closed,False,1,0,5,True,Caller 2789,Opened by  17,17/5/2016 08:56,Created by 10,17/5/2016 08:57,Updated by 908,22/5/2016 12:07,Phone,Location 143,Category 42,Subcategory 223,Symptom 65,?,2 - Medium,2 - Medium,3 - Moderate,Group 39,Resolver 194,False,True,Do Not Notify,?,?,?,?,code 6,Resolved by 177,17/5/2016 12:00,22/5/2016 12:07
INC0030154,Closed,False,0,0,2,True,Caller 1798,Opened by  17,17/5/2016 08:56,?,?,Updated by 908,22/5/2016 10:07,Phone,Location 161,Category 53,Subcategory 303,Symptom 421,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,False,True,Do Not Notify,?,?,?,?,code 9,Resolved by 11,17/5/2016 09:16,22/5/2016 10:07
INC0030155,Closed,False,0,0,2,True,Caller 4729,Opened by  501,17/5/2016 08:57,?,?,Updated by 908,22/5/2016 09:07,Phone,Location 249,Category 46,Subcategory 223,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 233,False,True,Do Not Notify,?,?,?,?,code 6,Resolved by 212,17/5/2016 08:59,22/5/2016 09:07
